id,Timestamp,Station,Temperature,Humidity
498,2002-01-11 10:30,Changi,29.00,79.04
499,2002-01-11 11:00,Changi,29.00,79.04
500,2002-01-11 11:30,Changi,29.00,74.44
501,2002-01-11 12:00,Changi,30.00,74.61
502,2002-01-11 12:30,Changi,29.00,79.04
503,2002-01-11 13:00,Changi,29.00,74.44
504,2002-01-11 13:30,Changi,28.00,83.77
505,2002-01-11 14:00,Changi,30.00,74.61
506,2002-01-11 14:30,Changi,30.00,70.27
507,2002-01-11 15:00,Changi,29.00,74.44
508,2002-01-11 15:30,Changi,27.00,88.83
509,2002-01-11 16:00,Changi,26.00,94.23
510,2002-01-11 16:30,Changi,27.00,88.83
511,2002-01-11 17:00,Changi,28.00,83.77
512,2002-01-11 17:30,Changi,28.00,78.90
513,2002-01-11 18:00,Changi,27.00,83.66
514,2002-01-11 18:30,Changi,25.00,94.19
515,2002-01-11 19:00,Changi,25.00,94.19
516,2002-01-11 19:30,Changi,25.00,94.19
517,2002-01-11 20:00,Changi,25.00,94.19
518,2002-01-11 20:30,Changi,25.00,94.19
519,2002-01-11 21:00,Changi,25.00,94.19
520,2002-01-11 21:30,Changi,25.00,94.19
521,2002-01-11 22:00,Changi,25.00,94.19
522,2002-01-11 22:30,Changi,25.00,94.19
523,2002-01-11 23:00,Changi,25.00,94.19
524,2002-01-11 23:30,Changi,25.00,100.00
525,2002-01-12 00:00,Changi,26.00,94.23
526,2002-01-12 00:30,Changi,26.00,94.23
527,2002-01-12 01:00,Changi,26.00,94.23
528,2002-01-12 01:30,Changi,26.00,94.23
529,2002-01-12 02:00,Changi,26.00,94.23
530,2002-01-12 02:30,Changi,26.00,94.23
531,2002-01-12 03:00,Changi,26.00,88.75
532,2002-01-12 03:30,Changi,26.00,88.75
533,2002-01-12 04:00,Changi,25.00,100.00
534,2002-01-12 04:30,Changi,25.00,94.19
535,2002-01-12 05:00,Changi,25.00,94.19
536,2002-01-12 05:30,Changi,25.00,94.19
537,2002-01-12 06:00,Changi,25.00,94.19
538,2002-01-12 06:30,Changi,25.00,94.19
539,2002-01-12 07:00,Changi,25.00,94.19
540,2002-01-12 07:30,Changi,25.00,94.19
541,2002-01-12 08:00,Changi,25.00,94.19
542,2002-01-12 08:30,Changi,26.00,88.75
543,2002-01-12 09:00,Changi,27.00,88.83
544,2002-01-12 09:30,Changi,27.00,88.83
545,2002-01-12 10:00,Changi,27.00,88.83
546,2002-01-12 10:30,Changi,29.00,79.04
547,2002-01-12 11:00,Changi,29.00,74.44
548,2002-01-12 11:30,Changi,29.00,74.44
549,2002-01-12 12:00,Changi,29.00,79.04
550,2002-01-12 12:30,Changi,30.00,70.27
